,blueWins,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueTotalExperience
8484,0,1,6,0,0,0,0,0,13167,15884
8485,0,2,5,1,1,1,0,0,14653,16215
8486,1,6,6,3,0,0,0,0,16780,18032
8487,0,4,5,5,1,1,0,0,15453,17463
8488,1,9,6,10,2,1,1,1,18768,19351
8489,0,4,6,6,0,0,0,0,15246,16921
8490,0,6,3,3,1,1,0,0,16658,18573
8491,0,5,7,7,1,1,0,0,15399,16243
8492,1,7,6,9,0,0,0,0,15685,16091
8493,1,6,2,6,1,1,0,0,17303,18810
8494,1,10,3,8,1,0,1,0,17555,19037
8495,1,11,9,14,0,0,0,0,19645,18468
8496,0,5,5,5,0,0,0,0,15068,16740
8497,1,5,1,7,0,0,0,0,16025,19176
8498,1,10,12,5,0,0,0,0,17849,18632
8499,1,10,8,12,1,1,0,0,17756,18320
8500,1,10,2,11,0,0,0,0,19151,19146
8501,0,8,2,7,2,1,1,0,17298,18556
8502,0,7,6,9,0,0,0,0,17740,18658
8503,0,4,6,3,1,1,0,0,14826,17334
8504,0,5,3,6,1,1,0,0,16695,19112
8505,0,3,8,5,0,0,0,0,15259,17346
8506,1,7,8,5,1,0,1,0,16294,17489
8507,1,9,4,8,1,0,1,1,19484,20010
8508,0,3,10,3,0,0,0,0,14983,17248
8509,1,14,7,11,1,1,0,0,20433,19171
8510,1,10,7,11,2,1,1,0,18256,18201
8511,1,10,4,7,0,0,0,0,18402,20050
8512,1,8,6,10,2,1,1,0,17537,19766
8513,1,4,7,3,1,0,1,1,16359,17785
8514,1,10,6,13,2,1,1,1,19263,19347
8515,0,3,12,2,0,0,0,0,15140,16118
8516,1,5,2,9,1,0,1,0,15574,16955
8517,0,9,9,6,0,0,0,0,17299,18742
8518,1,9,5,13,0,0,0,0,18402,19507
8519,1,6,5,6,0,0,0,0,16896,18779
8520,0,13,4,17,0,0,0,0,19145,19160
8521,1,8,2,8,1,1,0,0,18433,19855
8522,0,7,8,7,0,0,0,0,15707,16724
8523,1,15,7,16,1,0,1,0,20880,21004
8524,1,8,9,8,1,1,0,0,17800,19759
8525,0,9,6,8,1,1,0,1,19585,19143
8526,1,2,6,2,0,0,0,0,14836,17216
8527,1,8,9,9,0,0,0,0,17334,16960
8528,1,2,5,2,0,0,0,0,14981,17943
8529,1,8,6,7,0,0,0,0,16684,17360
8530,0,7,5,2,0,0,0,0,15533,17431
8531,0,6,9,7,0,0,0,0,16288,18071
8532,1,10,6,9,1,0,1,1,19276,19395
8533,1,8,9,15,0,0,0,0,16730,16831
8534,1,4,4,4,0,0,0,0,15184,17480
8535,1,4,5,2,0,0,0,0,15523,17886
8536,1,6,4,6,0,0,0,0,18072,19281
8537,0,9,8,11,2,1,1,0,16839,17851
8538,1,6,6,2,0,0,0,0,16047,17256
8539,0,1,2,1,1,0,1,0,13840,17099
8540,1,10,11,18,1,1,0,0,18588,18787
8541,1,7,5,5,1,1,0,0,17301,19661
8542,0,7,3,9,2,1,1,1,17669,18012
8543,0,8,7,9,1,1,0,0,16786,19026
8544,0,1,9,0,0,0,0,0,13806,15551
8545,1,3,7,1,0,0,0,0,14735,18050
8546,1,10,0,16,0,0,0,0,18059,18165
8547,0,3,4,4,1,0,1,0,14759,17168
8548,1,4,1,4,0,0,0,0,15809,19160
8549,1,6,7,6,0,0,0,0,16889,17619
8550,1,12,8,11,0,0,0,0,18713,19848
8551,0,5,12,4,0,0,0,0,15819,18015
8552,1,13,4,15,1,0,1,1,19547,17353
8553,1,6,4,7,0,0,0,0,16827,18478
8554,0,12,3,15,2,1,1,1,20668,20383
8555,1,12,6,16,0,0,0,0,18460,18568
8556,1,5,10,5,1,0,1,0,16063,17891
8557,1,8,5,8,1,0,1,1,19558,20155
8558,1,10,5,13,1,0,1,0,18868,19111
8559,1,6,4,6,1,0,1,1,18625,19348
8560,0,5,5,8,0,0,0,0,15930,15779
8561,0,1,9,0,0,0,0,0,13401,16144
8562,0,8,9,6,1,1,0,0,16889,16862
8563,1,5,3,6,1,1,0,0,16871,19422
8564,0,4,8,5,0,0,0,0,15470,17547
8565,1,6,7,8,0,0,0,0,15909,16835
8566,0,3,4,7,1,0,1,0,14996,16984
8567,1,8,6,7,1,1,0,1,18791,18424
8568,0,6,6,7,0,0,0,0,15805,18656
8569,1,8,10,11,1,1,0,0,17541,18201
8570,1,0,6,0,1,1,0,0,14439,17416
8571,0,4,9,1,0,0,0,0,14939,17241
8572,1,13,8,15,1,0,1,0,19399,17635
8573,0,2,6,2,0,0,0,0,14667,16353
8574,1,10,3,8,1,0,1,0,17802,19007
8575,0,9,6,7,0,0,0,0,18446,19613
8576,0,6,7,8,0,0,0,0,15779,17436
8577,0,2,7,3,0,0,0,0,14695,16615
8578,1,1,8,0,1,0,1,0,14206,17314
8579,1,11,2,12,1,1,0,0,19967,19474
8580,1,5,4,5,2,1,1,1,17284,16215
8581,1,5,8,2,1,1,0,0,15424,16777
8582,0,8,12,3,0,0,0,0,16729,16290
8583,0,6,9,3,0,0,0,0,15450,17448
8584,1,6,2,8,2,1,1,0,16814,18759
8585,1,8,4,8,2,1,1,0,18230,20125
8586,1,8,4,8,1,1,0,0,16843,17489
8587,0,10,14,7,1,1,0,0,17916,17579
8588,0,10,15,11,0,0,0,0,17318,17449
8589,1,12,7,17,1,1,0,0,18608,19209
8590,1,6,3,8,0,0,0,0,16240,16345
8591,1,11,8,17,1,0,1,1,20109,18733
8592,0,6,8,8,1,1,0,0,15977,16880
8593,0,3,16,5,1,0,1,0,14511,14800
8594,1,5,4,5,1,1,0,0,16250,18390
8595,0,4,5,5,2,1,1,0,16427,18982
8596,1,9,11,16,0,0,0,0,18398,17918
8597,1,4,7,7,1,1,0,0,15240,17092
8598,1,6,6,5,0,0,0,0,17262,18939
8599,1,2,4,1,1,1,0,0,14804,17557
8600,0,3,12,2,0,0,0,0,14921,15556
8601,0,7,12,8,1,0,1,0,15523,16556
8602,1,6,4,8,1,1,0,0,16623,18012
8603,1,14,8,20,1,0,1,1,21070,19275
8604,0,7,8,8,1,1,0,0,16907,18706
8605,1,11,6,16,1,1,0,0,18003,18657
8606,0,7,11,10,1,1,0,0,17124,17615
8607,1,16,5,18,2,1,1,0,19099,18143
8608,1,4,5,2,0,0,0,0,15538,18054
8609,0,4,7,3,1,0,1,0,15583,17671
8610,1,10,6,17,0,0,0,0,16982,17597
8611,0,7,8,10,0,0,0,0,16238,17694
8612,0,6,5,9,0,0,0,0,16641,19419
8613,1,9,5,11,0,0,0,0,17318,19732
8614,0,7,6,7,1,1,0,0,16438,17815
8615,1,6,4,3,1,1,0,0,16081,18269
8616,1,5,2,8,0,0,0,0,16385,18788
8617,0,8,5,7,0,0,0,0,17113,18861
8618,0,2,7,3,0,0,0,0,13016,13166
8619,0,5,9,6,0,0,0,0,15863,17499
8620,1,5,6,6,2,1,1,1,17843,17948
8621,1,6,3,7,1,0,1,0,16421,16972
8622,0,2,7,2,0,0,0,0,15739,18212
8623,0,7,7,8,0,0,0,0,17181,18170
8624,0,5,4,6,1,1,0,0,16534,18294
8625,0,6,6,7,1,1,0,1,18084,19140
8626,1,7,6,11,1,1,0,0,17094,17903
8627,0,10,3,14,1,1,0,1,18911,18311
8628,1,13,3,13,1,0,1,0,18928,19725
8629,1,12,5,13,1,0,1,0,19266,19920
8630,0,1,7,1,0,0,0,0,14415,17028
8631,1,15,4,12,1,0,1,0,19987,19679
8632,1,11,9,11,1,1,0,0,18464,18681
8633,0,7,5,11,0,0,0,0,17467,19153
8634,0,3,5,2,1,0,1,0,14686,17187
8635,1,6,3,6,1,1,0,0,17202,19917
8636,1,5,5,5,0,0,0,0,15810,18914
8637,1,8,5,9,0,0,0,0,18886,20642
8638,1,4,3,5,0,0,0,0,16668,18572
8639,0,2,11,2,0,0,0,0,13794,15813
8640,1,12,5,13,0,0,0,0,19292,18153
8641,0,9,6,9,1,1,0,0,17004,17216
8642,1,7,2,9,2,1,1,0,17231,17207
8643,1,8,1,5,2,1,1,1,19383,21403
8644,1,7,6,8,1,1,0,0,16417,17202
8645,1,6,6,10,0,0,0,0,17281,18317
8646,0,5,7,5,0,0,0,0,15195,16429
8647,1,6,10,8,0,0,0,0,15091,14181
8648,1,11,4,17,1,1,0,0,18456,19034
8649,1,7,2,12,1,1,0,0,17196,18109
8650,0,5,11,4,0,0,0,0,15534,15681
8651,0,5,6,6,1,0,1,0,15067,17908
8652,0,6,8,6,1,1,0,0,15295,15416
8653,0,8,12,12,0,0,0,0,18501,17881
8654,0,4,10,3,0,0,0,0,15119,16068
8655,0,4,11,3,0,0,0,0,15294,16497
8656,1,10,6,10,1,0,1,0,18099,18678
8657,1,7,8,9,0,0,0,0,16790,17505
8658,1,6,5,6,0,0,0,0,17467,18794
8659,0,6,7,0,1,0,1,0,16338,18577
8660,1,4,10,7,1,1,0,0,15471,15785
8661,0,3,7,3,1,1,0,0,14322,16812
8662,1,9,3,10,1,1,0,0,18266,19178
8663,1,16,3,15,1,1,0,1,22697,21092
8664,1,7,9,9,0,0,0,0,16538,17488
8665,0,6,8,5,0,0,0,0,16373,18479
8666,1,3,4,7,0,0,0,0,15029,16462
8667,0,5,5,6,1,1,0,0,15412,17055
8668,1,7,5,4,0,0,0,0,16478,18363
8669,0,6,3,4,0,0,0,0,17488,19282
8670,0,9,4,12,0,0,0,0,18105,18937
8671,1,12,5,11,1,1,0,0,17465,18926
8672,0,1,3,1,0,0,0,0,14735,18220
8673,1,1,10,1,1,0,1,0,14529,17127
8674,0,2,10,0,1,0,1,0,14311,17028
8675,1,2,7,4,2,1,1,0,14820,17885
8676,1,15,3,24,2,1,1,2,23701,21188
8677,0,3,7,1,0,0,0,0,15078,17979
8678,1,4,3,3,1,0,1,0,15844,17574
8679,0,4,11,2,2,1,1,0,14285,16387
8680,1,6,9,7,1,1,0,0,15596,15360
8681,1,10,4,7,1,1,0,0,18089,19431
8682,1,8,5,2,2,1,1,0,18320,19311
8683,0,0,10,0,0,0,0,0,12837,15086
8684,0,7,6,11,1,1,0,0,16135,17299
8685,0,1,9,1,0,0,0,0,13599,15596
8686,1,2,5,3,0,0,0,0,14732,17531
8687,0,3,5,5,0,0,0,0,15529,17787
8688,0,6,3,6,1,1,0,0,15909,17578
8689,0,6,2,6,0,0,0,0,15953,18137
8690,0,9,12,13,0,0,0,0,17867,17671
8691,0,5,6,8,0,0,0,0,16324,17343
8692,0,1,8,1,0,0,0,0,13006,14750
8693,0,4,9,7,0,0,0,0,16165,17638
8694,0,4,7,5,1,1,0,0,14205,15571
8695,1,6,11,8,0,0,0,0,16882,17922
8696,1,5,7,2,0,0,0,0,14871,16941
8697,1,12,2,10,2,1,1,1,20860,21006
8698,1,2,1,4,0,0,0,0,15379,18530
8699,1,5,2,6,1,1,0,0,15814,17846
8700,0,9,10,12,0,0,0,0,17252,18777
8701,0,8,6,7,0,0,0,0,16451,16842
8702,1,10,8,13,0,0,0,0,16991,16213
8703,0,2,9,2,1,1,0,0,14695,17395
8704,1,4,4,4,0,0,0,0,16333,18597
8705,1,9,8,10,0,0,0,0,17875,17347
8706,1,9,5,6,1,1,0,0,18912,20086
8707,1,5,7,4,0,0,0,1,16791,17929
8708,0,4,7,1,1,0,1,0,15198,17307
8709,1,10,6,11,0,0,0,0,18156,19293
8710,1,8,3,9,0,0,0,0,18334,19209
8711,0,6,7,9,0,0,0,0,16054,17023
8712,1,8,7,6,1,0,1,1,18271,18004
8713,0,5,11,3,0,0,0,0,15645,16821
8714,1,6,0,3,1,1,0,0,17816,20228
8715,1,4,3,4,1,1,0,0,15237,17965
8716,1,5,3,5,1,0,1,0,15740,17908
8717,0,6,2,7,1,1,0,0,15949,17392
8718,1,7,7,7,0,0,0,0,17250,18870
8719,0,7,7,8,1,1,0,0,17191,17267
8720,1,5,1,5,0,0,0,0,17512,20540
8721,0,3,4,1,0,0,0,0,15336,17953
8722,0,3,14,1,1,1,0,0,14143,15352
8723,1,5,5,4,0,0,0,0,16092,18020
8724,1,8,7,4,1,0,1,0,17505,19027
8725,0,4,6,4,0,0,0,0,15005,17143
8726,0,5,11,5,0,0,0,0,15189,17359
8727,0,8,5,8,0,0,0,0,16945,18652
8728,0,12,10,20,0,0,0,0,18269,16542
8729,1,4,2,3,1,0,1,0,16697,19455
8730,0,4,8,5,1,1,0,0,15179,16562
8731,0,3,4,1,1,1,0,0,14664,16863
8732,1,6,5,5,1,1,0,0,17375,17881
8733,1,9,4,8,1,1,0,0,17524,18825
8734,1,10,8,9,0,0,0,0,18033,18634
8735,1,9,7,9,0,0,0,0,18880,19278
8736,1,10,6,17,1,1,0,0,18751,19155
8737,1,6,7,4,1,0,1,0,16150,18167
8738,0,3,9,2,1,1,0,0,13769,15094
8739,1,4,5,1,1,1,0,0,15202,18246
8740,0,5,10,7,1,1,0,0,14885,15463
8741,0,7,6,6,0,0,0,0,15847,16305
8742,1,7,4,8,0,0,0,0,16708,19294
8743,1,7,5,8,2,1,1,0,17788,18965
8744,1,9,5,9,0,0,0,0,16988,17774
8745,1,13,3,13,1,1,0,2,22049,19632
8746,1,7,9,11,0,0,0,0,16752,18525
8747,1,9,2,8,2,1,1,0,18318,19194
8748,0,4,8,7,0,0,0,0,14655,16541
8749,1,5,8,4,0,0,0,0,14321,15077
8750,0,4,8,4,0,0,0,0,14434,15829
8751,0,12,9,10,1,1,0,0,18910,18538
8752,0,5,4,5,1,1,0,0,15740,17449
8753,0,6,5,5,0,0,0,0,15428,16724
8754,0,5,4,7,0,0,0,0,15577,17244
8755,0,8,11,10,1,0,1,0,17282,17712
8756,1,7,5,10,1,1,0,0,17009,17881
8757,0,6,13,5,0,0,0,0,16345,17662
8758,1,5,9,7,0,0,0,0,16142,17532
8759,0,13,7,14,1,1,0,0,18839,18977
8760,1,11,4,10,1,1,0,0,17570,18349
8761,0,7,10,8,0,0,0,0,15265,14533
8762,1,3,5,2,2,1,1,0,15581,18847
8763,0,7,5,7,0,0,0,0,16514,18198
8764,1,4,4,3,2,1,1,0,16127,18248
8765,1,10,6,10,1,1,0,0,17831,19052
8766,1,6,0,5,1,1,0,0,17002,19584
8767,1,6,1,4,0,0,0,0,16931,19352
8768,1,11,5,11,0,0,0,0,19267,19780
8769,1,10,4,11,1,1,0,0,17593,17874
8770,1,9,6,6,0,0,0,0,16950,18151
8771,0,4,6,2,0,0,0,0,13829,16293
8772,0,5,3,6,0,0,0,0,16478,17590
8773,1,5,3,4,1,1,0,0,16338,19137
8774,1,4,3,6,1,1,0,0,14972,17357
8775,1,6,2,6,1,1,0,0,16152,18649
8776,0,7,8,4,1,1,0,0,17209,17808
8777,0,7,8,7,0,0,0,0,17084,17884
8778,1,3,5,2,0,0,0,0,15073,17942
8779,1,11,9,9,0,0,0,0,17795,18920
8780,0,6,9,3,0,0,0,0,16404,18053
8781,0,4,6,3,0,0,0,0,15119,18065
8782,1,8,5,11,0,0,0,0,17770,17974
8783,0,3,6,2,0,0,0,0,15212,17204
8784,0,5,9,3,1,1,0,0,15781,17614
8785,0,3,6,2,1,0,1,0,15524,17326
8786,1,7,6,4,0,0,0,0,15473,17556
8787,0,10,9,10,0,0,0,0,18034,17170
8788,1,8,5,9,1,1,0,0,16646,17451
8789,0,10,7,7,1,1,0,0,18185,19320
8790,0,3,6,3,0,0,0,0,15761,18094
8791,1,5,3,2,2,1,1,0,16243,19006
8792,0,8,6,10,1,0,1,1,18909,18843
8793,0,8,8,8,0,0,0,0,17014,17257
8794,1,12,7,10,2,1,1,0,18820,19789
8795,1,8,4,7,1,1,0,0,18257,19371
8796,0,1,9,0,0,0,0,0,13860,16122
8797,1,4,4,4,0,0,0,0,14942,17678
8798,0,3,7,3,0,0,0,0,14056,16342
8799,1,11,4,10,1,1,0,0,18534,19784
8800,0,6,8,4,1,1,0,0,16118,17602
8801,1,5,5,7,1,0,1,0,17135,19139
8802,0,4,7,4,1,0,1,0,15293,17145
8803,0,5,9,5,0,0,0,0,15555,15866
8804,1,13,7,11,0,0,0,0,19907,20865
8805,1,4,10,4,1,1,0,0,15593,16199
8806,1,5,3,7,1,1,0,0,16305,18828
8807,1,5,3,7,0,0,0,0,16344,19039
8808,1,10,3,5,1,1,0,0,18863,19070
8809,1,10,4,11,1,1,0,0,18266,19333
8810,0,2,6,2,0,0,0,0,14528,16573
8811,1,7,6,6,1,0,1,0,17131,17701
8812,1,12,2,18,1,1,0,0,19273,18465
8813,1,4,2,1,0,0,0,0,15555,19127
8814,1,10,8,9,1,1,0,0,18265,19323
8815,1,5,3,6,1,1,0,0,15343,17430
8816,1,12,3,14,0,0,0,0,18631,19460
8817,0,8,8,9,0,0,0,0,17245,17559
8818,1,9,8,7,0,0,0,0,17670,18217
8819,1,7,3,6,0,0,0,1,18100,18030
8820,1,8,2,11,1,1,0,0,17499,18873
8821,0,9,8,11,1,1,0,0,16940,18041
8822,1,7,5,9,0,0,0,0,17960,17948
8823,0,5,7,4,0,0,0,0,15637,16547
8824,1,9,6,4,1,1,0,0,18726,20142
8825,1,6,6,11,0,0,0,0,17244,18750
8826,1,5,9,2,1,1,0,0,15038,17122
8827,0,8,10,8,0,0,0,0,17490,18680
8828,0,7,10,4,0,0,0,0,15970,17608
8829,1,4,1,3,1,1,0,0,16435,19956
8830,1,9,5,8,0,0,0,0,17562,17442
8831,0,7,11,8,0,0,0,0,16786,16781
8832,0,7,1,5,0,0,0,1,18193,18289
8833,0,4,7,2,0,0,0,0,16061,17642
8834,0,10,12,10,0,0,0,0,17517,19291
8835,1,7,1,12,1,1,0,0,17696,18389
8836,0,6,11,5,0,0,0,0,15777,17772
8837,0,5,17,3,0,0,0,0,14494,15666
8838,0,8,4,8,1,1,0,0,18385,19050
8839,0,3,3,3,0,0,0,0,15081,17777
8840,1,7,3,8,0,0,0,0,16702,17865
8841,1,6,4,5,1,0,1,0,17481,19040
8842,1,7,6,7,0,0,0,0,16445,18995
8843,0,5,7,4,0,0,0,0,14387,15777
8844,1,5,0,5,2,1,1,1,18261,19979
8845,1,11,5,6,2,1,1,1,20151,20475
8846,1,7,5,7,1,0,1,0,16232,18631
8847,1,1,6,0,0,0,0,0,13775,17208
8848,0,3,3,4,1,1,0,0,14771,17669
8849,1,2,1,2,1,0,1,0,15538,18222
8850,0,12,10,22,0,0,0,0,19390,18011
8851,1,6,6,8,1,1,0,0,16474,17494
8852,1,11,3,13,1,1,0,0,19267,20141
8853,0,6,6,5,0,0,0,0,16367,17910
8854,1,7,9,8,1,0,1,0,16066,18218
8855,0,3,8,3,0,0,0,0,14790,16619
8856,0,1,6,1,0,0,0,0,14417,17488
8857,0,6,8,3,0,0,0,0,16365,18280
8858,1,7,6,9,1,0,1,0,16647,17867
8859,0,3,7,3,1,1,0,0,15058,17113
8860,0,10,5,9,1,0,1,1,20419,20428
8861,0,5,3,6,1,1,0,0,16224,18284
8862,0,8,6,9,1,1,0,0,16338,16019
8863,1,10,2,7,2,1,1,3,19557,18070
8864,0,4,7,1,0,0,0,0,14125,16758
8865,1,3,5,2,0,0,0,0,15125,17843
8866,0,7,10,11,0,0,0,0,17297,18422
8867,1,7,9,6,1,1,0,0,16437,16958
8868,1,5,7,5,0,0,0,0,15689,16026
8869,1,5,7,7,0,0,0,0,16281,17598
8870,1,10,4,11,0,0,0,0,17464,18187
8871,1,9,4,8,1,0,1,1,19978,19500
8872,1,10,2,15,1,1,0,0,18142,18432
8873,1,8,1,6,2,1,1,1,18375,19454
8874,1,6,6,5,0,0,0,0,16507,18941
8875,1,3,4,6,1,1,0,0,14988,15830
8876,0,5,5,4,1,1,0,0,16203,18321
8877,1,5,4,5,0,0,0,0,16522,18641
8878,0,12,7,11,0,0,0,0,18306,16973
8879,0,10,8,10,0,0,0,0,17573,17180
8880,1,8,3,4,2,1,1,1,17827,19215
8881,0,5,9,3,1,1,0,0,16182,17560
8882,0,3,5,3,1,1,0,0,15309,17455
8883,0,4,5,8,0,0,0,0,15594,17492
8884,1,10,9,12,0,0,0,0,18340,18533
8885,1,6,5,7,2,1,1,1,17486,17915
8886,1,8,9,8,0,0,0,0,16911,17768
8887,0,7,5,5,1,0,1,1,18107,18102
8888,0,7,9,4,0,0,0,0,16649,18909
8889,1,9,3,7,0,0,0,0,18322,20963
8890,0,9,5,6,1,1,0,0,17366,17609
8891,0,3,6,0,1,0,1,0,14984,18050
8892,1,11,5,15,0,0,0,0,18945,18908
8893,0,8,5,6,0,0,0,0,17851,19947
8894,0,7,10,8,0,0,0,0,16900,16827
8895,0,3,4,4,0,0,0,0,14923,17661
8896,0,5,11,3,0,0,0,0,14790,16593
8897,1,7,6,7,0,0,0,0,18035,18668
8898,1,6,7,7,1,1,0,0,17193,18554
8899,1,13,3,11,0,0,0,0,19536,20584
8900,0,5,2,7,2,1,1,0,16444,18995
8901,0,1,11,2,0,0,0,0,13177,15610
8902,1,13,8,20,1,1,0,0,17564,15596
8903,0,10,8,12,1,1,0,0,17281,17509
8904,0,4,7,7,0,0,0,0,15818,17864
8905,0,5,7,8,0,0,0,0,16208,18110
8906,0,6,5,3,1,0,1,1,17174,18458
8907,1,10,5,11,1,1,0,0,17920,18730
8908,1,6,7,5,1,1,0,0,15882,18675
8909,0,6,11,6,0,0,0,0,15801,17010
8910,0,10,5,13,0,0,0,0,18866,19651
8911,0,1,4,1,2,1,1,0,14056,16260
8912,0,5,10,4,1,1,0,0,15876,17206
8913,0,3,3,2,1,0,1,0,15567,18798
8914,0,5,11,8,0,0,0,0,15979,16648
8915,0,6,5,4,1,1,0,0,16398,17974
8916,0,4,4,3,1,0,1,0,15721,18756
8917,0,2,8,1,0,0,0,0,14206,16793
8918,1,15,5,18,1,1,0,1,20844,18777
8919,1,8,3,9,1,1,0,0,17428,19729
8920,1,7,2,10,0,0,0,0,16879,18526
8921,1,8,2,9,1,1,0,1,17422,17192
8922,0,3,3,3,0,0,0,0,15255,18312
8923,0,6,9,8,1,1,0,0,16978,19145
8924,0,6,9,9,1,1,0,0,15738,16512
8925,0,9,6,8,0,0,0,0,17079,18150
8926,1,1,4,1,0,0,0,0,14761,17655
8927,1,12,4,10,1,1,0,0,19724,20621
8928,0,8,3,12,1,1,0,0,17479,19021
8929,1,16,10,17,2,1,1,0,20344,18646
8930,0,2,6,2,0,0,0,0,15141,18537
8931,0,4,3,5,0,0,0,0,15793,17950
8932,1,6,9,4,0,0,0,0,15653,16241
8933,1,5,3,4,1,1,0,0,15836,18174
8934,1,4,2,4,0,0,0,0,14673,16034
8935,1,10,4,11,0,0,0,0,18270,18656
8936,0,13,12,19,0,0,0,0,19362,17316
8937,0,5,6,6,1,1,0,0,15820,17954
8938,1,5,3,5,1,1,0,0,16583,17825
8939,1,9,3,6,1,1,0,0,18558,19625
8940,1,6,4,7,0,0,0,0,17477,19006
8941,1,3,7,2,0,0,0,0,14935,18365
8942,1,14,6,10,1,0,1,0,19203,20047
8943,1,6,6,3,0,0,0,0,16701,17820
8944,0,13,3,19,1,0,1,0,17529,17038
8945,0,4,8,5,0,0,0,0,15264,16327
8946,0,8,6,7,1,1,0,0,17403,19112
8947,1,4,6,2,1,0,1,0,15500,17374
8948,0,2,5,5,0,0,0,0,12886,14091
8949,1,6,3,7,1,1,0,1,17780,18440
8950,1,3,7,2,0,0,0,0,15632,18400
8951,1,6,7,5,1,1,0,0,16230,17203
8952,1,4,2,4,1,1,0,0,15346,18388
8953,0,3,2,4,1,1,0,0,15718,17991
8954,1,6,4,9,1,1,0,0,17620,19434
8955,0,4,13,4,0,0,0,0,14958,16993
8956,0,2,6,2,0,0,0,0,14025,16510
8957,1,4,3,3,2,1,1,0,15656,17844
8958,0,9,14,10,0,0,0,0,17155,16245
8959,1,8,3,7,1,1,0,0,16595,18940
8960,1,9,8,13,1,1,0,0,17283,16810
8961,0,5,8,9,0,0,0,0,15388,15598
8962,0,11,10,9,1,0,1,0,17797,17892
8963,1,6,7,6,0,0,0,0,17170,18110
8964,1,4,2,5,0,0,0,0,16729,18725
8965,0,8,9,6,0,0,0,0,17424,18146
8966,0,8,7,12,2,1,1,0,16912,17022
8967,0,12,6,18,1,0,1,1,19426,18749
8968,0,5,4,5,0,0,0,0,16062,17907
8969,1,7,4,4,1,0,1,1,17440,18208
8970,0,3,11,3,0,0,0,0,15273,16831
8971,1,5,6,5,0,0,0,0,16571,19112
8972,1,10,5,9,1,0,1,1,19204,20182
8973,0,2,4,2,0,0,0,0,15210,17457
8974,0,6,8,7,0,0,0,0,17190,17552
8975,0,6,6,4,0,0,0,0,16839,18230
8976,0,3,7,2,0,0,0,0,14552,16760
8977,1,10,4,13,1,1,0,0,19359,19182
8978,1,6,6,4,2,1,1,0,16043,18113
8979,0,5,16,4,0,0,0,0,15723,15978
8980,0,6,6,9,0,0,0,0,17924,18749
8981,1,4,3,2,1,0,1,0,15833,18396
8982,1,6,3,7,1,0,1,0,16691,19203
8983,0,1,1,3,0,0,0,0,15301,18098
8984,0,7,8,6,0,0,0,0,16132,17360
8985,0,7,6,7,0,0,0,0,17513,18336
8986,1,7,6,9,1,1,0,0,17108,18548
8987,1,6,5,8,2,1,1,0,17178,18411
8988,0,3,4,3,0,0,0,0,14511,16462
8989,0,1,11,1,1,0,1,0,13199,15949
8990,1,6,5,12,0,0,0,1,17107,17665
8991,0,6,16,3,0,0,0,0,14731,15155
8992,0,4,7,6,0,0,0,0,14937,16417
8993,0,1,10,1,0,0,0,0,13340,15466
8994,1,9,4,11,1,0,1,1,19684,20073
8995,0,2,7,2,0,0,0,0,15461,17683
8996,1,3,2,1,1,1,0,0,14700,17577
8997,0,5,7,5,1,1,0,0,17026,18231
8998,1,4,1,9,1,1,0,0,15357,17204
8999,1,9,7,9,0,0,0,0,17498,17932
9000,0,5,12,3,0,0,0,0,15140,15745
9001,1,5,5,7,1,1,0,0,16398,17450
9002,1,8,7,7,1,1,0,0,16972,18007
9003,1,9,2,5,0,0,0,0,17777,19414
9004,1,5,0,4,1,1,0,0,16184,18007
9005,0,2,9,2,0,0,0,0,14085,15408
9006,0,3,8,7,0,0,0,0,13944,15850
9007,1,5,5,9,1,0,1,0,16730,17875
9008,0,2,7,4,1,1,0,0,14507,16400
9009,0,4,8,6,0,0,0,0,14327,16104
9010,0,8,10,8,1,1,0,0,17048,18361
9011,0,4,2,4,0,0,0,0,16103,17909
9012,1,5,10,6,0,0,0,0,16413,18104
9013,1,9,5,6,1,0,1,0,18122,19174
9014,1,11,13,11,0,0,0,0,17166,17136
9015,0,3,3,5,1,0,1,0,15079,15930
9016,1,8,7,6,1,0,1,1,18766,17630
9017,0,1,8,3,0,0,0,0,13802,15735
9018,1,4,3,3,1,1,0,0,16044,18612
9019,0,2,14,3,0,0,0,0,14535,16907
9020,0,8,11,7,2,1,1,0,16936,16881
9021,0,5,7,4,0,0,0,0,16082,17246
9022,1,10,4,11,0,0,0,0,18346,18224
9023,1,16,13,16,2,1,1,0,19437,18500
9024,0,8,8,8,1,0,1,0,16145,19030
9025,1,6,3,7,1,1,0,0,16600,18185
9026,0,11,6,12,0,0,0,0,17944,17835
9027,1,5,7,3,0,0,0,0,14439,16062
9028,1,3,7,3,0,0,0,0,15008,17439
9029,0,2,7,4,0,0,0,0,15262,17524
9030,1,7,3,4,1,1,0,0,16305,18269
9031,0,3,13,4,0,0,0,0,13908,12798
9032,0,8,2,11,1,1,0,0,17554,19243
9033,0,7,10,8,0,0,0,0,15543,15357
9034,1,8,0,12,1,1,0,0,17519,19252
9035,1,11,7,11,2,1,1,0,17788,17625
9036,1,8,7,14,0,0,0,0,17261,17685
9037,0,5,4,5,1,0,1,0,16313,17999
9038,0,0,7,0,0,0,0,0,12774,15643
9039,0,4,9,3,0,0,0,0,16003,18376
9040,0,7,7,6,1,1,0,0,15472,17032
